縣市,選區,姓名,在任狀態,政黨,政見,備註
台東縣,,劉櫂豪,1,民主進步黨,一、持續配合縣政府、議會、鄉鎮市公所、代表會向中央爭取年度施政計畫預算補助。二、問政、選民服務不分黨派、不分族群、台東優先。三、交通建設：1.督促南迴鐵路電氣化於109年完工，台東高雄車程90分鐘。2.加速花東、南迴鐵路雙軌化計畫，解決一票難求的問題。3.督促交通部改善台鐵售票系統，持續督促連續假期東部交通疏運。4.爭取大武漁港、長濱漁港整體改善，徹底解決淤砂問題。5.督促台九線縱谷段改善計畫。6.督促太平溪左岸路堤共構計畫。四、文化環境觀光：1.爭取建置自由行旅客友善觀光環境。2.保存在地歷史建築，提升台東多元文化特色及城鄉景觀。3.爭取八仙洞與水母 ㆜橋列為世界遺產潛力點。4.推動非核家園，堅定拒絕台東設核廢料最終儲置場。5.爭取中央政策支持，鼓勵綠色能源產業在台東發展。6.持續推動花東各段自行車道連結，建置花東鐵馬國道網。五、醫療政策：1.爭取設立醫療專責基金，改善醫療資源不足問題。2.爭取中央增購加護型救護車及居家看護車。3.強化緊急傷病空中運送機制及醫療協助。4.爭取醫護相關學系公費生名額，解決偏鄉長期醫療資源缺乏問題。六、教育政策：1.推動台東設置國家 及高地訓練中心，成為培養體壇人才的搖籃。2.協助縮短城鄉教學資源差距，保障學童受教權，落實教育正義。3.協助台東農工恢復獨立招生，督促教育部完善台東技職教育體系。七、在地產業：1.推動農產品外銷。2.爭取農林漁牧業產品運輸費用補貼。3.爭取健全災害農損補助程序。4.督促開發海洋深層水產業。5.加強台東各溫泉區基礎建設。6.督促中央檢討公有土地政策，研擬推動「新耕者有其田」。7.爭取設置養魚漁業專區。八、改善警察、消防工作環境，提升警消工作服務。九、爭取婦幼、勞工、農民、老人、身障、新住民之權益。十、持續行動服務專車趴趴GO，減輕鄉親舟車勞頓辛苦。,
澎湖縣,,楊 曜,1,民主進步黨,一、推動澎湖三５計畫 一、爭取５億經費：推動觀光產業發展，提升澎湖旅遊特色，活絡在地經濟。 二、爭取５億經費：清除海域垃圾、復育海洋生態、維護海洋資源永續成長。 三、爭取５億經費：甄補優秀醫事人員、增加醫療器材、持續提升醫療品質。 二、建構完整長期照顧體系，推動社區型照顧中心，讓年長者享有便捷性、在地性的長照服務。 三、持續推動落實軍公教離島加給公平性，縮小澎湖與金馬差距。 四、持續強化取締大陸漁船越界捕撈，保障漁民權益，促進漁業升級。 五、推動離島微型專案貸款，促進青年創業，協助離島產業升級與發展。 六、要求中央政府提出離島永續發展計畫，健全澎湖財政經濟之運作。,
金門縣,,楊鎮浯,0,中國國民黨,一、共創「長者無憂、完善醫療、安心居住、健康樂活夜」 的未來： 1.爭取成立金門長者公費長期照護平台。 2.優先成立心腦血管專科醫療團隊，提升第一線確診能力。 3.健全警消醫護員額並完善相關設施設備，提升大型公安救援能量。 4.爭取廢除離島殘障車輛cc數免稅限制。 5.檢討軍佔民地、國家公園土地及農地自用興建農舍相關問題。 二、共創 腋青年無慮、住者有屋、便捷交通、終身學習夜 的未來： 1.推動設立青年創業園區。 2.推動 腋青年住宅夜 腋社會住宅夜 腋職工住宅夜 的興建。 3.解決金台交通問題開闢海上第二通道。 4.督促金門大橋盡速如質完工，讓小金門鄉親不再受離島偏鄉之苦。 5.成立在職進修管道及終身學習機構。 三、共創 腋孩子安心、父母放心、友善環境、平安成長夜 的未來： 1.爭取提高內政部針對離島弱勢家庭的各項補助。 2.爭取修正所得稅法，提高親屬撫養等各面向之特別扣除額。 3.爭取金門子弟就讀金門大學名額保障及免學雜費。 4.推動生態保育專區，鼓勵發展綠色產業及能源。 5.獎助離島綠能載具汰換，營造無碳生活圈。,
金門縣,,陳玉珍,2,無,一、訂立特別辦法，健全金門地區醫護人員待遇以 腋留人留心夜 ，全面提昇金門醫療品質。爭取 金門成為國際醫療專區，推動兩岸醫療觀光。 二、訂立特別辦法，增加世界名校赴金門辦學誘因以吸引世界名校來金設點，廣招大陸及世界學 子赴金門就讀。藉此增加金門常住人口，活絡金門經濟。 三、活化戰地史蹟資源，提昇觀光內涵。利用軍事營區土地資源，轉化經營為青年創業之用。 四、合理運用公私有土地資源，落實還地於民政策。 五、堅決反對不公不義的年金追殺，誓死保衛軍公教警消的權益。 六、倡建金嶝大橋，提案興建官澳兩岸和平碼頭，建立兩岸海洋公路。,
連江縣,,陳雪生,1,中國國民黨,1. 推動興建北竿3C機場，配合新(舊)台馬輪運能，增加觀光運量。 2. 推動「還地於民」政策，繼續修法。 3. 落實離島建設條例，引進民間資金，擴建星級旅館，提昇旅遊品質。 4. 推動離島經濟自貿區，打造免稅島生活圈，促進地方經濟發展。 5. 運用離島基金融資經費，擴建馬酒廠房，提昇產能，增加地方財源。 6. 推動黃歧北竿經濟生活圈，以觀光倍增10萬人為目標。 7. 提昇觀光旅遊品質，推展無線寬頻，打造e化國際觀光島嶼。 8. 開發大坵島，增建遊憩設施，推動生態旅遊。 9. 推動軍方釋出高登島，增進觀光用途。 10. 設立海洋大學分部，促進兩岸養殖業暨漁產品合作開發。 11. 引進高經濟價值苗木，落實林相更新，豐富生態觀光資源。 12. 修改法令，推動現有民宿合法化。 13. 解決海漂垃圾，與陸方展開協商。,
平地原住民,,廖國棟,1,中國國民黨,一、打造智慧原鄉：全面鋪設原鄉寬頻網路，健全原鄉遠距醫療、遠距教育及產業平台。 二、土地及海域權：制定「原住民族土地及海域法」，維護原民使用土地及海域權益。 三、原鄉照顧關懷：依據長期照顧服務法建置符合原鄉需求的長期照顧體系。 四、保障都會權益：繼續推動都會原住民保障條例，完善都會原住民住宅、母語文化、職業訓練、社會福利政策。 五、花東交通建設：繼續推動花東快速道路，便捷聯絡道，提高花東產業競爭力，增加花東就業機會。 六、花東鐵路改善：推動鐵路雙軌化，提升花東鐵路運載量。 七、母語文化復育：推動海岸山脈兩側阿美族傳統文化生活復育區，復振母語文化。 八、原住民自治權：繼續推動「原住民自治法」，讓原住民實現自治理想。,
平地原住民,,鄭天財,1,中國國民黨,鄭天財秉持聖經：「行公義、好憐憫、存謙卑心」，以法律專長，三十年行政歷練及深入原鄉都市，已開創：1.免費律師專案，設原住民族專業法庭。 2.原鄉桶裝瓦斯補貼差價，原住民意外保險。3.高中職免費就讀，中低收入戶大專生助學金不限名額。4.部落教會已使用公有地免費使用，已修法授權中 央原民會訂定傳統土地劃設辦法（其他權益保障詳看鄭天財臉書）。我要繼續為原住民族開創新權益： 一、土地：原住民族固有權利納入憲法。公布傳統土地劃設辦法。保留地直接登記所有權，取消５年限制。祭祀廣場聚會所等屬於部落的土地，登記所有 權給部落。 二、自治：推動民族自治，完成部落為公法人。 三、教育：４歲免費就讀幼兒園，擴增升學機會，廣設幼童照顧教育平台，培育保母及幼教師。推動民族教育。 四、經濟就業：設原住民族銀行，修法增加進用原住民就業。促進部落產業升級及行銷，活絡部落經濟。 五、住宅：立法興設原住民族住宅，便宜租售及以租轉購，讓原住民安居。 六、語言文化：立法傳承發展原住民族語言、文化，編纂部落歷史，建立部落、教會及同鄉會為語言文化紮根據點。設國家級原住民族博物館。 七、自然資源：依傳統文化祭儀及自用，保障狩獵文化權、野生植物及菌類自然資源採集權。 八、都市原住民：增加預算經費，提供安居、就學、就業、融資、就養、就醫、健康及社會適應等生活發展。 九、預算及建設：花東優先購買火車票，蘇花改加速通車，推動花東快速道路，加強基礎建設，增加部落、文化、體育發展經費。 十、福利：增加原住民敬老津貼，增進兒童、身心障礙者、婦女及老人福利，提昇醫護資源及長期照護部落化。開辦原住民長期照護保險。,
平地原住民,,陳瑩,1,民主進步黨,● 原住民族傳統祭典及國定連續假期間，保障族人有座位返鄉。 安排原住民祭典返鄉台鐵專屬車廂及補助客運專車。 定期設置原住民返鄉專屬售票窗口及網路訂位專區保障有座位。 發行原住民族多卡通電子票證作為身分辨識，以提高使用及保存價值。 ● 活用100億原住民族綜合發展基金。 推動微型保險，優惠貸款給族人，協助發展特色產業、返鄉就業，創造 更多更穩定的工作。 ● 推動原住民族專屬長照制度及計劃。 發展原住民專屬的長照系統，讓原鄉及都會區的長輩，都能感受到有品 質的照顧與補助。 ● 讓原住民族的族語成為國家語言，增加並編列專款原住民族文化預算。 制定原住民族語言法，明訂族語推動預算。 提高族語老師的鐘點費，並建立專任族語教師制度。 加強學校課程中的原住民族歷史及觀點。 ● 爭取南迴公路設置醫院，提升東部醫療資源。 南迴公路沿線居民繳交相同的健保費，然而在台東往返高雄全長100公 里的路程，卻沒有任何一家醫院，政府有義務提供與都市相同的醫療品 質。 積極提升台東區域醫院具有醫學中心資源及設備。 ● 增加都會區原住民預算，並修改運用規範。 現今已有超過45%的原住民人口移居都會區，應全面增加都市原住民發 展計劃經費，讓都會區的族人也可以公平使用到原民會的預算。 ● 推動有實質的土地權、行政權、財政權原住民族自治，並賦予部落公法 人的地位，落實原住民族自治，爭回我們應有的權利。 ● 歸還原住民族土地，落實共管機制。 擴大辦理原住民族保留地增劃編。 制定原住民族土地及海域法。 具體落實資源治理共管機制。,
山地原住民,,高金素梅,1,無黨團結聯盟,一路走來，始終如一！ (一)堅持無黨問政　堅守民族立場 14年的立法院經歷，高金素梅見過太多「服從黨意拋棄民意」的例子，高金素梅始終認為，原住民族立委不應有政黨包袱。只有拋棄政 黨包袱，才能堅守民族立場。這是高金素梅不變的承諾！ (二)堅持團隊問政　落實基層服務 部落行腳，發掘問題；立院問政，解決問題。高金素梅堅持以完整的團隊方式問政，追蹤所有不公不義的通案，直到獲得解決！ ,
山地原住民,,簡東明,1,中 國 國 民 黨,原住民族對台灣來說是一個大資產，如何調動其積極性，發揮多族群優勢並邁向一個雙贏互利互尊共榮的族群關係是當前民族政策最需要 嚴肅思考的課題，也是在立法院近八年經驗累積所看到必須作為今後問政的重點和努力的方向，更是此次繼續參選最大動力所趨。八年前 帶著原鄉眾多共識議題，地方政府無法解決到立法院憑著信心克服一切做好原鄉最忠實的僕人，但需要繼續努力的重要法案及共同需求 如：一重新檢討原住民自治法督促中央政府絕對的尊重全體原住民共識版本之自治法。二繼續推動積極爭取政府對原住民土地政策不公不 義法案訂定及修法。三加強原鄉部落長照服務托育兒童照顧政策重視健康照護及醫療權。四原鄉文化產業觀光結合落實在地經濟與在地留 才並以新部落主義概念納入都會原住民保障都會原住民自主權益。五請中央加強重視原住民族教育培育更多原住民人才並將原鄉中小學轉 型為民族學校設立台灣原住民族大學或學院。六推動國土計劃法納入原住民族土地治理專章，賦權原住民傳統領域與自然資源治理權利。 七延續八八風災未完成之主要道路工程督促政府早日完工建立安全居住環境及平安回家的道路及納入遺落遷村時之族人建置完整的村落。 八加強督促原民會等相關單位將原住民保留地增劃編工作能積極辦理維護原鄉族人土地權。九督促政府重視原住基本法子法訂定及落實。 責任至上原住民係全國選區要面面俱到能有機會再連任將以更踏實、最敬業、求效率、有尊嚴以服事神的心一步一腳印爭取最高權益。,
山地原住民,,孔文吉,1,中 國 國 民 黨,１. 支持政府推動務實穩健之大陸政策，促進兩岸和平發展及族群共榮。 ２. 繼續推動原住民族自治法、反族群歧視法，使原住民享有命運自決之權利。 ３. 要求政府將原住民族基本法入憲，使原住民享有憲法保障政治、經濟、教育、文化、狩獵、土地、醫療、傳播及社會福利之完整權 益。 ４. 監督政府大幅編列預算，加強原住民地區農路、堤防、護岸、橋樑及河川整治，振興經濟產業，保障安全家園。 ５. 因應全球氣候變遷，大幅提高原住民地區造林補助獎勵，保障原住民生存權。 ６. 協助解決都會區原住民就學、就業、住宅及社會福利之問題，保障原住民工作權。 ７. 落實保障原民生就業權益，提供獎學金、保障多元入學原民生之加分制度、提升族語師資鐘點費，重視母語教學，並改善學校環境與 設備。 ８. 政府應重視原住民文化創意產業，輔助及獎勵原住民電影、電視、歌舞、服飾及文創人才，維護發揚原住民歷史、文化，有效保存物 質和非物質文化遺產。,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
